また、|蟹挟|もレッグトリップの一種と分類される。	動詞-一般	挟も
旧幕臣には|伊勢?貞興|ら伊勢一族や諏訪盛直など、その後、光秀に仕えたものも多い。	動詞-一般	興ら
代わって、庶兄の|忠仰|が嫡子となった。	動詞-一般	仰が
カンギュルとテンギュルを合わせたものを|チベット?大蔵?経|とも呼ぶ。	動詞-一般	経と
光朝の次男光重は下山氏を称し、４男|光経|と５男光俊は東郡の於曽郷を領して於曽氏を称した。	動詞-一般	経と
ただし主命によって、信愛の五男で２０００石を有していた|愛継|が、秀愛の名跡と信愛以来の北氏の祭祀を継承した。	動詞-一般	継が
１９８６年に|写研|が「文字文化への愛着を広げよう」として、「マル字五十音コンテスト」を開催した。	動詞-一般	研が
この両作品で、安彦良和や|湖川?友謙|らベテランから作画技法を学ぶ。	動詞-一般	謙ら
頼忠は太政大臣の地位こそは維持したものの名目のみの存在と化し、永延３年、失意のうちに|薨御?し?た|。	動詞-一般	御し
１９６０年、当時の新東宝の社長|大蔵?貢|が、自らの別会社富士映画に同撮影所を譲渡させ、富士映画撮影所となる。	動詞-一般	貢が
三ちゃんで知られる|三中?元克|と『ｄボタン』を結成。	動詞-一般	克と
放火犯に家族がいる場合は|縁座|し、妻や娘が婢となって下げ渡されたり、遠島となったりした。	動詞-一般	座し
同郷の泉鏡花とは親友であり、１９０３年に妻|すず|との結婚の際には、結婚資金を工面するなど支援している。	動詞-一般	妻す
弘治３年７月の秋月文種の攻略や永禄１０年７月の高橋鑑種討伐、永禄１１年４月の|立花?鑑載|らの謀反鎮圧に参加した。	動詞-一般	載ら
その後|藤永?元作|らによって生態・繁殖・発生の研究が進み、同時に配合飼料の研究も進んだ。	動詞-一般	作ら
教員クラブという性格上、過去には|松本?暁司|ら埼玉県内の著名なサッカー指導者達が多数在籍していた。	動詞-一般	司ら
子に|貞嗣|がいる。	動詞-一般	嗣が
『ストリートファイターＩＩＩ』などを手がけたカプコンのプロデューサー|貞本?友思|は従兄弟。	動詞-一般	思は
死肉を漁るジャッカルの姿から、|死|に関係する神と結び付けられる。	動詞-一般	死に
鮮卑の大人烏倫、|其至|ら７０００余人が遵のもとに降伏を申し入れてきた。	動詞-一般	至ら
目白に住んでいた柳家小さんや|桂?小金治|らと「目白文化会」をつくり、落語や講談の会を催し、目白駅に花壇を設ける美化運動をした。	動詞-一般	治ら
父が改易されなければ国持大名・丹後宮津|藩主|だったはずの人物である。	動詞-一般	主だっ
２０日、|占守|らとともにモマ０４船団を護衛し門司発、２５日リンガエン湾着。	動詞-一般	守ら
残された道雪、紹運や朽網鑑康、|志賀?親守|らは、高良山を中心に筑後川に沿った柳坂から北野に布陣したまま、年の越えを迎える。	動詞-一般	守ら
あるとき幽州総管の|陰寿|が、値八百万の明珠が突厥にあり、これを皇后のために突厥との交易で贖いたいと申し出た。	動詞-一般	寿が
それを|瞬|が救ってくれたため、その恩で渡し役を請け負う。	動詞-一般	瞬が
翌１７４３年に|中根?彦循|は数学遊戯の本『勘者御伽双紙』で清少納言智恵の板に似た６片の智恵の板について言及している。	動詞-一般	循は
代表としては汪元量・謝翺・|鄭?思肖|らの名が挙がる。	動詞-一般	肖ら
この時に孝文帝は反対のあることを予期して、|斉|への遠征であるとして洛陽に至った。	動詞-一般	斉へ
攻撃された恵公は|斉|へ出奔した。	動詞-一般	斉へ
ここに、記号は|スカラー?積|または内積である。	動詞-一般	積ま
詳細はワイル量子化、モヤル括弧、|モヤル?積|または星積、および量子特性関数を参照のこと。	動詞-一般	積ま
初期には|鋲接|が多用されたが、中期以降溶接の使用範囲が拡大し、最終的には全溶接構造となった。	動詞-一般	接が
ただ、射鵰英雄伝においては洪七公や欧陽鋒ら|天下?五絶|と呼ばれた達人たちには及ばなかった。	動詞-一般	絶と
母の後押しもあり、彦馬と生きる道を選び|抜け?忍|となった織江の下へ、次々と刺客が送り込まれる。	動詞-一般	選び抜け
絵の勉強をしながら貸本漫画を描き始め、永島慎二、杉村篤、|石川?球太|らと「むさしのプロダクション」を結成。	動詞-一般	太ら
この戦いで三好政長・|高畠?長直|ら多くの配下を失った晴元は追撃を恐れて、将軍・義輝らと共に近江国坂本まで逃れた。	動詞-一般	直ら
六点円の中心は、外心・|ルモワーヌ?点|らと同一直線上にある。	動詞-一般	点ら
純色と|白|または黒との混色を清色、灰色との混色を濁色という。	動詞-一般	白ま
『建内記』嘉吉元年九月二十五日条によれば、満祐の嫡男・教康、弟の|則繁|らに付き添われて城中から脱出し、船で逃亡したという。	動詞-一般	繁ら
また、ブドウの|べと?病|も大流行している。	動詞-一般	病も
長男|信復|ら二男二女あり。	動詞-一般	復ら
２０１６年に|宇野?昌磨|が、初めて４回転フリップに成功した。	動詞-一般	磨が
子女に長男親賢、次男|親茂|ら三男あり。	動詞-一般	茂ら
福原が中国超級リーグの遼寧本鋼チームに所属していた時は、|郭躍|らと共にチームメイトであった。	動詞-一般	躍ら
のちに舎利弗と|目連|が仏教教団に帰依してからは、二人が先輩である彼に気兼ねするのを見て隠棲を決意する。	動詞-一般	連が
現在は、『新・仙台すずめ踊り』の「ハネすずめ」を各々の|祭連|が踊り・音楽をアレンジしたものが主流となっている。	動詞-一般	連が
本馬の主戦騎手を務めた岩元市三の幼馴染みに、「テイエム」の冠名で知られる馬主・|竹園?正繼|がいる。	動詞-一般	繼が
栢人を攻めるより鋸鹿を攻めるべしという進言に従って、劉秀は鋸鹿県を囲むが、太守|王饒|は固守し、数十日しきりに攻めるも勝てずにいた。	動詞-一般	饒は
この他では、のちに俳優として活躍する|うじき?つよし|率いる子供ばんども活発なライブ活動をし、各地のイベントの常連となっていた。	動詞-非自立可能	するう
疾病からくる制約による行動範囲の狭まりなどに起因する|うつ|、痴呆等の精神疾患を誘発することもあり注意が必要となる。	動詞-非自立可能	するう
この東富士五湖道路で使われている料金収受機は自動式で|きかんしゃ?トーマス|の音声が流れるタイプが使用されている。	動詞-非自立可能	でき
もっとも私たちになじみ深いのは|てるてる?坊主|だろう。	動詞-非自立可能	はてる
この他、かつては|てんてつ?バス|の小平町達布地区への路線も駅前に発着していたが２０１４年１０月に廃止された。	動詞-非自立可能	はてん
この時期にパリで欧州アヴァンギャルドの主要人物や|ル?・?コルビュジエ|と出会う。	動詞-非自立可能	やル
監督を赤根和樹、キャラクターデザインを|りょーちも|が担当。	動詞-非自立可能	をり
卒業後の１９９６年、ＪＲＡ初の女性騎手として牧原由貴子、|田村?真来|らとともにデビューした。	動詞-非自立可能	来ら
