全１５巻３０００セット採算で計算すると|ほるぷ|の販売網にのせるには１冊単価７０００円超、セット価格は１０万円を超えた。	未定義語-その他	ぷの
そして、自分の無力感・なすべきことに悩んできた|紫乃宮?まゐ|もまた、魔族の民衆を救うための力になることを願い、ダン達の元を離れた。	未定義語-その他	ゐも
死後妻の|中藤?まつゑ|も写真家となった。	未定義語-その他	ゑも
創造|アイデア|ロボット|コンテスト|全国中学生大会とは、全日本中学技術家庭科研究会の主催するロボット競技の１つ。	未定義語-カタカナ	アイデアロボットコンテスト
幕末塾は、日本の演劇パフォーマンスユニット、男性|アイドル|グループである。	未定義語-カタカナ	アイドルグループ
現在は|アイルランド|コーク州コーク在住。	未定義語-カタカナ	アイルランドコーク
１８７９年から１８８０年のの間に、ヘンリーは西アイルランド|スライゴ?州|の北のＬｉｓｓａｄｅｌｌで彼の小作人に無償で食糧を提供した。	未定義語-カタカナ	アイルランドスライゴ
その後、８月２７日、レ・ホン・アイン|ベトナム|共産党書記局常務が、中国へ特使として訪中し習近平国家主席と会談した。	未定義語-カタカナ	アインベトナム
２００６年５月、新たにコンピュータウイルスやスパイウェア等による|アカウント|クラック問題が急浮上した。	未定義語-カタカナ	アカウントクラック
ノヴォシビルスク大学は、上記３人によって科学アカデミー|シベリア|支部設立計画の一環として創設された。	未定義語-カタカナ	アカデミーシベリア
実験中Ｍ－１９Ｍはイルクーツクの|ロシア?科学?アカデミー|シベリア支部の太陽地球物理学研究所によって追跡された。	未定義語-カタカナ	アカデミーシベリア
スペインの|王立サン・フェルナンド美術アカデミー|ヘ留学	未定義語-カタカナ	アカデミーヘ
広く知られた|アジャイル|ソフトウェア|開発|手法の一部を示す。	未定義語-カタカナ	アジャイルソフトウェア
元|アップル|デバイスハードウェアエンジニアリング担当シニアバイスプレジデント。	未定義語-カタカナ	アップルデバイスハードウェアエンジニアリング
他にも|アップル|ネタ|、ＮｅＸＴＳＴＥＰネタ、ＢｅＯＳネタなどが随所に見られる。	未定義語-カタカナ	アップルネタ
２００４年、|アテネ?オリンピック|カヌー日本代表監督。	未定義語-カタカナ	アテネオリンピックカヌー
前番組は声優をメインに起用していたのに対し、|アニソン|アーティスト中心となっている。	未定義語-カタカナ	アニソンアーティスト
ＴＶアニメ|ヤマノススメ|セカンドシーズン	未定義語-カタカナ	アニメヤマノススメセカンドシーズン
大手アパレル|ワールド|の会長である。	未定義語-カタカナ	アパレルワールド
また、２７日に駐アフガニスタン|アメリカ?軍|も巡回中、ターリバーンらしき人物を専用ヘリコプターで追跡したが見失った。	未定義語-カタカナ	アフガニスタンアメリカ
打ち上げはドイツの放送衛星ＴＶＳＡＴ－２とともに|アリアン|ロケットＶ３３号により正常に行われた。	未定義語-カタカナ	アリアンロケット
高吉克郎は、鹿児島県出身の元|オートバイ|レーサーである。	未定義語-カタカナ	オートバイレーサー
メディアファクトリー〈|ＭＦ?コミックス|アライブシリーズ〉既刊１４巻	未定義語-カタカナ	コミックスアライブシリーズ
本社はスイス|ベルン|にある。	未定義語-カタカナ	スイスベルン
４月３日にメジャーデビューを果たしたが、１２試合の出場で打率．０８３の成績で、５月３日にＡＡＡ級の|ツーソン|ヘ降格。	未定義語-カタカナ	ツーソンヘ
新会員を対象にした恒例の|ドッキリ|イベント有り。	未定義語-カタカナ	ドッキリイベント
ソラーシュ・ラースローは、|ハンガリー|ブダペスト出身の男性フィギュアスケート選手。	未定義語-カタカナ	ハンガリーブダペスト
フェローズは、愛知県西部で展開されている|宅配?ピザ|チェーンである。	未定義語-カタカナ	ピザチェーン
２０１１年６月、パイオニアを退団し、韓国Ｖリーグの|興国?生命?ピンク?スパイダーズ|コーチに就任。	未定義語-カタカナ	ピンクスパイダーズコーチ
４１歳の時、フィブロネクチン|レセプター|・インテグリンを発見・命名する。	未定義語-カタカナ	フィブロネクチンレセプター
蝶野が教養番組等に出ているのに対し、中西は|天然?ボケ|キャラとしてバラエティ番組に出演しているのがほとんどである。	未定義語-カタカナ	ボケキャラ
しかし、ＧＵＩでは同時に|マウス|カーソルも関係してくる。	未定義語-カタカナ	マウスカーソル
各主要ユニットは固有の異なるカラーリング、各ユニットの略号などを横棒部に記載したロンドン交通局の|ラウンデル|ロゴを持つ。	未定義語-カタカナ	ラウンデルロゴ
ドミトリー・ヴラジーミロヴィチ・ソロビエフは、|ロシア|モスクワ出身の男性フィギュアスケート選手。	未定義語-カタカナ	ロシアモスクワ
『コスモコミック』は、かつてサンポウジャーナルが発行していた日本の|月?２?回?刊|漫画雑誌。	未定義語-その他	刊漫
他のセミエビ科のエビ類と同様に第２触角は第２、第４節が板状に発達し、外縁に|鋸?状|の歯がそれぞれ８－９個並ぶ。	未定義語-その他	鋸状
片刃の刀身の刃背には金属切断用の|鋸?刃|を持ち、剣鞘先のピンと銃剣にあいている穴を組み合わせるとワイヤーカッターとして使える。	未定義語-その他	鋸刃
製作工程上で出た|屑?節|や廃棄用の物は粉状にして「削り粉」として販売、有効利用していることが多い。	未定義語-その他	屑節
アウトリガーは、舷外浮材とも訳し、安定性を増し転覆を防止するために、|舷?外|に突き出して固定される浮きである	未定義語-その他	舷外
日本でも、貯穀|害?虫|としてすでに野生化しているが、日本国内では商業的な増殖や流通は行われていない。	未定義語-その他	穀害
また台湾文化協会の|蔡式?穀|等も出廷して弁護した。	未定義語-その他	穀等
だが町の道場間で競われる|舞獅|合戦の練習中に、頭持ちのタイガーが負傷し急遽ドラゴンが頭となって出場。	未定義語-その他	獅合
なお、ラックシアターは奥行きが薄く、かつ|防?磁|設計とはなっていないので、従来型ブラウン管テレビは載せられない。	未定義語-その他	磁設
この活動が認められ、２０１０年４月２日に|紺?綬?褒章|を受章した。	未定義語-その他	綬褒
これらの業績により、昭和５８年には|藍?綬?褒章|を受章。	未定義語-その他	綬褒
ビクター兒童レコード第６輯|文部?省?唱?歌|	未定義語-その他	輯文
「刑事コロンボ」を模した|倒叙?推理|ドラマ。	未定義語-その他	叙推
彼女は或るセメント会社の老社長の後妻で、社長の|妾|時代には俊男を誘惑し、俊男が夢中になっていた元芸者だという。	未定義語-その他	妾時
明治９年１２月忠誠は、旧藩士の子弟教育の為に旧臣|安藤?直紀|らに命じて私立篠山中学年舎をつくった。	未定義語-その他	臣安
苦戦した秦は李牧を排除すべく、趙の臣|郭開|に多額の賄賂を贈って、李牧と司馬尚が謀反を企んでいると幽繆王に讒言させた。	未定義語-その他	臣郭
しかし、翌龍朔元百済の遺臣|鬼室?福信|らが泗沘城の奪還を試み、守将の劉仁願を包囲した。	未定義語-その他	臣鬼
これを見て亡き司馬穎の旧臣|汲桑|・李豊・公師藩らが清河郡で挙兵して頓丘を攻略して鄴に迫った。	未定義語-その他	臣汲
後肢少陰腎経とは、|腎?経|に属する足を流れる陰経の経絡である。	未定義語-その他	腎経
１９１５年頃|腎?結核|のため帰国したが、順天堂病院で阿久津三郎の手術を受けて快復し、北京に戻った。	未定義語-その他	腎結
クレアチニンは生体物質で、主に筋肉から生成され、|腎?糸球?体|でろ過されたあと、ほとんど再吸収されず、尿へ排泄される。	未定義語-その他	腎糸
胃炎における「萎縮」とは、|胃底?腺|組織の減少と、それにより胃粘膜の菲薄化が生じることである。	未定義語-その他	腺組
腺癌とは、|腺?組織|に由来する癌。	未定義語-その他	腺組
ＰＰＩの長期間使用と|胃底?腺|由来のポリープ生成は強く相関しているが、癌の原因とはならず、ＰＰＩの中止で回復する。	未定義語-その他	腺由
支持者は“|魚?蛋|革命”と呼んでいる一方、香港特別行政区政府は“暴動”と呼んでいる。	未定義語-その他	蛋革
帚木三帖とは、源氏物語における第２帖帚木から第４帖|夕顔|までの三帖をいう。	未定義語-その他	帖夕
材料は、漆は天然漆、木地には檜、桂、|栃|等が用いられる。	未定義語-その他	栃等
弱起とは、西洋音楽用語のひとつで、楽曲が第１|拍|以外から開始すること。	未定義語-その他	拍以
|二?拍?名詞|のうち「石」「音」「冬」など第二類と呼ばれるグループは、西三河では尾高型だが、東三河では平板型で言う。	未定義語-その他	拍名
画は、はじめ唐絵目利の石崎融思に学び、来舶|清人|の江稼圃・張秋谷からは南画の技法を修めた。	未定義語-その他	舶清
彼らは年長で少尉となり、陸大閥が出現する以前の、長州閥や薩摩閥|上原?勇作|派を中心とした、日本陸軍将校団の主軸ともなった。	未定義語-その他	閥上
Ｓ－Ｓｔｏｆｆは非常に腐食性が強く、全ての|卑?金属|を溶かし、極度に取扱いが危険かつ困難だった。	未定義語-その他	卑金
１９４６年１０月に台東区入谷で創業、当初は住宅用|樋|等のパイプ製品を取り扱っていた。	未定義語-その他	樋等
特に飴釉で線描を施した|瓢|型徳利と鴨徳利が有名だった。	未定義語-その他	瓢型
特に後期の属では大型化し、シンテトケラスは|吻|上部にＹ字型の角、眼窩上部に上方へとカーブする一対の角を持っていた。	未定義語-その他	吻上
マリッツの方式は、|グリボーバル?砲|開発の中心技術となった。	未定義語-その他	砲開
